LAT,LON,YEAR,MO,DY,WS2M,T2M,RH2M,PS,T2MDEW,PRECTOTCORR
26.75,80.25,2024,1,9,1.71,14.29,63.21,100.35,7.02,0.67
26.75,80.75,2024,1,9,1.8,15.01,58.41,100.41,6.47,0.1
27.25,73.25,2024,1,9,2.75,12.28,54.99,98.58,2.71,0
27.25,73.75,2024,1,9,2.62,12.33,54.59,98.38,2.6,0
27.25,74.25,2024,1,9,2.38,12.68,55.37,98.04,3.05,0.02
27.25,74.75,2024,1,9,2.08,13.13,57.4,97.53,3.89,0.06
27.25,75.25,2024,1,9,1.74,13.67,59.82,97.1,4.98,0.16
27.25,75.75,2024,1,9,1.41,13.98,63.65,97,6.32,0.51
27.25,76.25,2024,1,9,1.19,13.48,71.75,97.4,8,1.43
27.25,76.75,2024,1,9,1.27,12.58,80.12,98.66,9.01,4.17
27.25,77.25,2024,1,9,1.29,12.08,83.18,99.42,9.24,6.87
27.25,77.75,2024,1,9,1.3,11.98,82.79,99.82,9.09,7.7
27.25,78.25,2024,1,9,1.32,12.1,80.94,99.98,8.83,6.96
27.25,78.75,2024,1,9,1.36,12.12,79.69,100.05,8.58,7.03
27.25,79.25,2024,1,9,1.46,12.29,76.39,100.14,8.1,3.92
27.25,79.75,2024,1,9,1.58,12.53,72.49,100.22,7.53,1.58
27.25,80.25,2024,1,9,1.71,13,68.44,100.28,7.07,0.35
27.25,80.75,2024,1,9,1.86,13.65,64.79,100.34,6.78,0.05
27.75,73.25,2024,1,9,2.43,12.01,56.06,98.98,2.85,0
27.75,73.75,2024,1,9,2.41,11.82,56.41,98.72,2.75,0
27.75,74.25,2024,1,9,2.31,11.84,56.23,98.39,2.71,0
27.75,74.75,2024,1,9,2.09,12.05,57.31,97.91,3.09,0
27.75,75.25,2024,1,9,1.79,12.46,58.85,97.43,3.78,0.01
27.75,75.75,2024,1,9,1.46,12.95,60.61,97.23,4.69,0.08
27.75,76.25,2024,1,9,1.15,13.29,62.94,97.64,5.77,0.32
27.75,76.75,2024,1,9,1.06,12.97,68.01,98.73,6.81,1.59
27.75,77.25,2024,1,9,1.1,12.47,72.02,99.45,7.29,3
27.75,77.75,2024,1,9,1.18,12.22,73.44,99.78,7.37,3.49
27.75,78.25,2024,1,9,1.27,12.26,72.89,99.84,7.3,3.14
27.75,78.75,2024,1,9,1.38,12.27,73.06,99.93,7.37,3.18
27.75,79.25,2024,1,9,1.49,12.43,71.96,100.04,7.33,1.68
27.75,79.75,2024,1,9,1.63,12.67,70.49,100.09,7.26,0.62
27.75,80.25,2024,1,9,1.75,13.02,68.75,100.15,7.19,0.1
27.75,80.75,2024,1,9,1.81,13.47,66.86,100.2,7.13,0.01
28.25,73.25,2024,1,9,2.06,12.16,55.89,99.58,3,0
28.25,73.75,2024,1,9,2.09,11.76,57.09,99.26,2.94,0
28.25,74.25,2024,1,9,2.03,11.49,57.47,98.94,2.75,0
28.25,74.75,2024,1,9,1.9,11.47,57.86,98.63,2.77,0
28.25,75.25,2024,1,9,1.71,11.74,58.01,98.38,3.01,0
28.25,75.75,2024,1,9,1.48,12.27,57.51,98.32,3.38,0.01
28.25,76.25,2024,1,9,1.23,13.02,55.81,98.64,3.75,0.06
28.25,76.75,2024,1,9,1.05,13.25,56.99,99.02,4.47,0.43
28.25,77.25,2024,1,9,1.01,13.03,60.49,99.41,5.22,0.93
28.25,77.75,2024,1,9,1.09,12.81,63.34,99.61,5.73,1.14
28.25,78.25,2024,1,9,1.25,12.78,64.79,99.67,6.04,1.03
28.25,78.75,2024,1,9,1.39,12.84,66.34,99.77,6.49,1
28.25,79.25,2024,1,9,1.51,13.08,66.64,99.85,6.79,0.48
28.25,79.75,2024,1,9,1.6,13.37,65.89,99.83,6.85,0.16
28.25,80.25,2024,1,9,1.62,13.86,63.41,99.74,6.61,0.02
28.25,80.75,2024,1,9,1.57,14.43,59.72,99.43,6.09,0
28.75,73.25,2024,1,9,1.74,12.3,56.66,100.01,3.24,0
28.75,73.75,2024,1,9,1.79,11.85,57.56,99.71,3.17,0
28.75,74.25,2024,1,9,1.75,11.5,58.39,99.5,2.94,0
28.75,74.75,2024,1,9,1.68,11.38,58.67,99.33,2.79,0
28.75,75.25,2024,1,9,1.6,11.54,57.94,99.21,2.7,0
28.75,75.75,2024,1,9,1.52,11.97,56.14,99.17,2.66,0
28.75,76.25,2024,1,9,1.4,12.58,53.59,99.23,2.65,0
28.75,76.75,2024,1,9,1.28,12.99,53.34,99.27,3.1,0.07
28.75,77.25,2024,1,9,1.18,13.17,55.57,99.35,3.95,0.19
28.75,77.75,2024,1,9,1.18,13.33,57.68,99.4,4.68,0.24
28.75,78.25,2024,1,9,1.26,13.5,58.94,99.42,5.16,0.22
28.75,78.75,2024,1,9,1.37,13.55,60.47,99.42,5.67,0.2
28.75,79.25,2024,1,9,1.39,13.92,59.59,98.98,5.71,0.08
28.75,79.75,2024,1,9,1.41,14.08,58.61,98.32,5.46,0.02
28.75,80.25,2024,1,9,1.29,14.05,55.67,97.01,4.52,0
28.75,80.75,2024,1,9,1.11,13.84,50.82,95.01,2.97,0
29.25,73.25,2024,1,9,1.43,12.35,58.67,100.18,3.58,0
29.25,73.75,2024,1,9,1.52,11.93,58.09,99.95,3.25,0
29.25,74.25,2024,1,9,1.55,11.57,58.62,99.8,2.96,0
29.25,74.75,2024,1,9,1.55,11.36,59.05,99.67,2.74,0
29.25,75.25,2024,1,9,1.55,11.38,58.71,99.55,2.6,0
29.25,75.75,2024,1,9,1.55,11.64,57.44,99.44,2.55,0
29.25,76.25,2024,1,9,1.57,12.06,55.56,99.34,2.59,0
29.25,76.75,2024,1,9,1.57,12.57,54.66,99.25,2.9,0.01
29.25,77.25,2024,1,9,1.51,13.08,55.51,99.18,3.62,0.02
29.25,77.75,2024,1,9,1.42,13.66,55.86,99.08,4.2,0.03
29.25,78.25,2024,1,9,1.31,14.11,55.09,98.7,4.39,0.03
29.25,78.75,2024,1,9,1.2,14.05,54.19,97.52,4.19,0.02
29.25,79.25,2024,1,9,1.13,13.01,53.34,94.59,3.06,0.01
29.25,79.75,2024,1,9,1.13,12.25,51.29,92.15,1.73,0
29.25,80.25,2024,1,9,1.02,11.35,47.54,89.48,-0.26,0
29.25,80.75,2024,1,9,0.86,9.87,43.48,86.11,-2.73,0
29.75,73.25,2024,1,9,1.14,12.44,60.29,100.23,3.91,0
29.75,73.75,2024,1,9,1.29,12.02,58.72,100.04,3.27,0
29.75,74.25,2024,1,9,1.4,11.56,58.89,99.89,2.9,0
29.75,74.75,2024,1,9,1.47,11.17,60.1,99.72,2.77,0
29.75,75.25,2024,1,9,1.51,10.99,60.79,99.56,2.75,0
29.75,75.75,2024,1,9,1.57,11.12,60.02,99.39,2.75,0
29.75,76.25,2024,1,9,1.68,11.63,57.5,99.24,2.77,0
29.75,76.75,2024,1,9,1.74,12.29,56.28,99.05,3.12,0
29.75,77.25,2024,1,9,1.67,13.05,55.78,98.76,3.68,0
29.75,77.75,2024,1,9,1.51,13.61,54.99,97.97,3.95,0
29.75,78.25,2024,1,9,1.32,13.48,53.69,95.98,3.48,0
29.75,78.75,2024,1,9,1.18,12.05,52.44,91.85,1.84,0
29.75,79.25,2024,1,9,1.04,9.48,50.31,86.91,-1.14,0
29.75,79.75,2024,1,9,1.01,7.7,45.04,83.16,-4.29,0
29.75,80.25,2024,1,9,1.04,5.36,41.46,79.12,-7.46,0
29.75,80.75,2024,1,9,1.13,1.79,42.96,74.06,-10.36,0
30.25,73.25,2024,1,9,1,12.51,61.13,100.19,4.08,0
30.25,73.75,2024,1,9,1.15,12.06,59.66,100.03,3.37,0
30.25,74.25,2024,1,9,1.3,11.42,60.51,99.87,3.11,0
30.25,74.75,2024,1,9,1.38,10.84,62.65,99.69,3.13,0
30.25,75.25,2024,1,9,1.44,10.51,64.04,99.48,3.17,0
30.25,75.75,2024,1,9,1.51,10.67,63.02,99.27,3.12,0
30.25,76.25,2024,1,9,1.64,11.57,58.34,99.08,3.02,0
30.25,76.75,2024,1,9,1.6,12.34,55.67,98.15,3.12,0
30.25,77.25,2024,1,9,1.47,12.5,54.31,96.39,2.91,0
30.25,77.75,2024,1,9,1.35,11.82,54.61,93.57,2.35,0
30.25,78.25,2024,1,9,1.26,10.12,54.69,89.38,0.79,0
30.25,78.75,2024,1,9,1.2,7.26,50.47,83.43,-3.06,0
30.25,79.25,2024,1,9,1.21,3.45,45.97,77.32,-8.1,0
30.25,79.75,2024,1,9,1.5,-0.85,46.34,71.33,-12.17,0
30.25,80.25,2024,1,9,1.82,-5.02,50.61,66.08,-14.93,0
30.25,80.75,2024,1,9,2.06,-8.73,56.83,61.73,-16.69,0
30.75,73.25,2024,1,9,1.04,12.4,61.82,100.08,4.1,0
30.75,73.75,2024,1,9,1.16,11.93,61.09,99.94,3.58,0
30.75,74.25,2024,1,9,1.25,11.23,62.94,99.81,3.54,0
30.75,74.75,2024,1,9,1.29,10.6,65.02,99.64,3.53,0
30.75,75.25,2024,1,9,1.33,10.3,66.18,99.42,3.52,0
30.75,75.75,2024,1,9,1.37,10.61,64.54,99.11,3.43,0
30.75,76.25,2024,1,9,1.41,11.87,57.44,98.63,3.14,0
30.75,76.75,2024,1,9,1.44,11.49,55.31,95.2,2.28,0
30.75,77.25,2024,1,9,1.39,9.55,54.11,89.92,0.17,0
30.75,77.75,2024,1,9,1.37,7.07,54.08,84.55,-2.1,0
30.75,78.25,2024,1,9,1.45,3.68,54.42,78.88,-5.18,0
30.75,78.75,2024,1,9,1.59,-2.37,53.22,70.72,-11.5,0
30.75,79.25,2024,1,9,1.97,-7.64,53.74,64.47,-16.55,0
30.75,79.75,2024,1,9,2.44,-11.06,56.97,59.92,-18.8,0
30.75,80.25,2024,1,9,2.81,-12.89,60.94,57.31,-19.39,0
30.75,80.75,2024,1,9,3.08,-13.82,63.71,56.16,-19.59,0
26.25,73.25,2024,1,10,2.5,12.83,45.61,98.94,-0.02,0
26.25,73.75,2024,1,10,2.14,12.85,45.16,98.26,-0.09,0
26.25,74.25,2024,1,10,1.81,12.55,46.08,97.3,0.05,0
26.25,74.75,2024,1,10,1.52,12.52,47.96,97.24,0.6,0
26.25,75.25,2024,1,10,1.3,12.75,50.01,97.67,1.3,0
26.25,75.75,2024,1,10,1.17,13.07,52.28,98.22,2.08,0
26.25,76.25,2024,1,10,1.14,13.08,55.62,98.58,3.04,0
26.25,76.75,2024,1,10,1.21,12.74,58.98,98.59,3.62,0.02
26.25,77.25,2024,1,10,1.3,12.4,62.02,98.66,4.14,0.07
26.25,77.75,2024,1,10,1.47,12.37,63.51,98.94,4.49,0.09
26.25,78.25,2024,1,10,1.66,12.64,63.76,99.4,4.74,0.09
26.25,78.75,2024,1,10,1.75,12.89,64.69,99.88,5.14,0.17
26.25,79.25,2024,1,10,1.88,13.17,64.76,100.09,5.43,0.22
26.25,79.75,2024,1,10,2.04,13.53,64.2,100.22,5.66,0.19
26.25,80.25,2024,1,10,2.21,13.97,63.12,100.3,5.89,0.11
26.25,80.75,2024,1,10,2.39,14.44,61.72,100.35,6.1,0.04
26.75,73.25,2024,1,10,2.44,11.92,48.22,98.58,0.09,0
26.75,73.75,2024,1,10,2.17,11.8,47.88,98.27,-0.21,0
26.75,74.25,2024,1,10,1.92,11.7,47.85,97.72,-0.24,0
26.75,74.75,2024,1,10,1.72,11.71,47.3,97.35,-0.38,0
26.75,75.25,2024,1,10,1.59,11.98,46.34,97.35,-0.47,0
26.75,75.75,2024,1,10,1.52,12.38,46.08,97.65,-0.28,0
26.75,76.25,2024,1,10,1.45,12.48,48.66,98.02,0.51,0
26.75,76.75,2024,1,10,1.44,12.22,53.26,98.58,1.6,0
26.75,77.25,2024,1,10,1.52,11.9,57.37,99.12,2.45,0.02
26.75,77.75,2024,1,10,1.66,11.78,60.37,99.56,3.1,0.02
26.75,78.25,2024,1,10,1.81,11.89,62.28,99.85,3.62,0.03
26.75,78.75,2024,1,10,1.94,12.07,63.78,100,4.1,0.05
26.75,79.25,2024,1,10,2.07,12.44,63.78,100.08,4.42,0.06
26.75,79.75,2024,1,10,2.2,12.86,63.46,100.14,4.71,0.05
26.75,80.25,2024,1,10,2.33,13.32,62.96,100.2,5.04,0.03
26.75,80.75,2024,1,10,2.48,13.8,62.39,100.26,5.42,0.02
27.25,73.25,2024,1,10,2.27,11.55,49.94,98.51,0.51,0
27.25,73.75,2024,1,10,2.16,11.39,49.59,98.31,0.22,0
27.25,74.25,2024,1,10,2.03,11.29,49.74,97.98,0.17,0
27.25,74.75,2024,1,10,1.91,11.2,49.37,97.47,-0.09,0
27.25,75.25,2024,1,10,1.83,11.25,48.17,97.04,-0.53,0
27.25,75.75,2024,1,10,1.79,11.46,46.79,96.93,-0.9,0
27.25,76.25,2024,1,10,1.79,11.66,46.81,97.31,-0.78,0
27.25,76.75,2024,1,10,1.78,11.84,49.86,98.54,0.4,0
27.25,77.25,2024,1,10,1.79,11.62,54.22,99.29,1.45,0
27.25,77.75,2024,1,10,1.84,11.47,57.59,99.68,2.18,0
27.25,78.25,2024,1,10,1.95,11.57,59.44,99.83,2.64,0
27.25,78.75,2024,1,10,2.09,11.81,61.06,99.89,3.16,0.01
27.25,79.25,2024,1,10,2.26,12.24,61.59,99.97,3.63,0.01
27.25,79.75,2024,1,10,2.37,12.65,62.02,100.04,4.1,0.01
27.25,80.25,2024,1,10,2.45,13.07,62.41,100.1,4.6,0.01
27.25,80.75,2024,1,10,2.52,13.5,62.84,100.15,5.18,0
27.75,73.25,2024,1,10,1.94,11.75,49.91,98.9,0.76,0
27.75,73.75,2024,1,10,1.96,11.46,49.94,98.64,0.55,0
27.75,74.25,2024,1,10,1.96,11.18,50.61,98.31,0.48,0
27.75,74.75,2024,1,10,1.92,10.87,51.25,97.83,0.31,0
27.75,75.25,2024,1,10,1.86,10.64,51.25,97.36,-0.08,0
27.75,75.75,2024,1,10,1.85,10.58,50.61,97.15,-0.52,0
27.75,76.25,2024,1,10,1.95,10.83,49.94,97.56,-0.62,0
27.75,76.75,2024,1,10,2.09,11.27,51.04,98.61,0.25,0
27.75,77.25,2024,1,10,2.06,11.37,53.58,99.31,1.12,0
27.75,77.75,2024,1,10,2.05,11.46,55.27,99.62,1.66,0
27.75,78.25,2024,1,10,2.12,11.71,55.84,99.67,1.95,0
27.75,78.75,2024,1,10,2.22,12.02,57.06,99.75,2.48,0
27.75,79.25,2024,1,10,2.34,12.42,58.24,99.84,3.07,0
27.75,79.75,2024,1,10,2.42,12.8,59.26,99.89,3.66,0
27.75,80.25,2024,1,10,2.44,13.17,60.54,99.94,4.32,0
27.75,80.75,2024,1,10,2.38,13.52,62.15,99.98,5.08,0
28.25,73.25,2024,1,10,1.56,12.32,48.46,99.48,0.89,0
28.25,73.75,2024,1,10,1.66,11.84,48.94,99.17,0.65,0
28.25,74.25,2024,1,10,1.75,11.33,50.46,98.85,0.62,0
28.25,74.75,2024,1,10,1.78,10.86,52.12,98.54,0.59,0
28.25,75.25,2024,1,10,1.79,10.53,53.21,98.3,0.42,0
28.25,75.75,2024,1,10,1.84,10.44,53.42,98.23,0.19,0
28.25,76.25,2024,1,10,2,10.73,52.88,98.54,0.14,0.01
28.25,76.75,2024,1,10,2.23,11.13,53.02,98.91,0.61,0
28.25,77.25,2024,1,10,2.3,11.4,54.26,99.27,1.31,0
28.25,77.75,2024,1,10,2.29,11.71,54.61,99.45,1.71,0
28.25,78.25,2024,1,10,2.27,12.08,54.14,99.48,1.89,0
28.25,78.75,2024,1,10,2.38,12.44,54.97,99.58,2.52,0
28.25,79.25,2024,1,10,2.34,12.81,55.67,99.64,3.06,0
28.25,79.75,2024,1,10,2.25,13.15,56.69,99.61,3.64,0
28.25,80.25,2024,1,10,2.11,13.61,57.29,99.52,4.22,0
28.25,80.75,2024,1,10,1.94,14.1,57.02,99.21,4.64,0
28.75,73.25,2024,1,10,1.25,12.88,46.64,99.9,0.93,0
28.75,73.75,2024,1,10,1.38,12.32,47.31,99.61,0.71,0
28.75,74.25,2024,1,10,1.54,11.66,49.49,99.4,0.71,0
28.75,74.75,2024,1,10,1.66,11.07,51.94,99.23,0.71,0
28.75,75.25,2024,1,10,1.77,10.69,53.82,99.11,0.69,0
28.75,75.75,2024,1,10,1.91,10.6,54.76,99.07,0.69,0
28.75,76.25,2024,1,10,2.14,10.85,54.94,99.12,0.84,0
28.75,76.75,2024,1,10,2.43,11.23,54.89,99.14,1.25,0
28.75,77.25,2024,1,10,2.52,11.56,55.48,99.19,1.78,0
28.75,77.75,2024,1,10,2.44,11.93,55.32,99.23,2.06,0
28.75,78.25,2024,1,10,2.29,12.36,54.55,99.23,2.23,0
28.75,78.75,2024,1,10,2.26,12.78,54.75,99.21,2.87,0
28.75,79.25,2024,1,10,2.06,13.38,52.9,98.77,3.07,0
28.75,79.75,2024,1,10,1.86,13.75,52.87,98.09,3.41,0
28.75,80.25,2024,1,10,1.59,13.9,52.03,96.78,3.3,0
28.75,80.75,2024,1,10,1.34,13.78,49.44,94.78,2.5,0
29.25,73.25,2024,1,10,0.95,13.28,45.29,100.06,0.91,0
29.25,73.75,2024,1,10,1.11,12.7,45.94,99.83,0.67,0
29.25,74.25,2024,1,10,1.39,11.91,48.46,99.69,0.61,0
29.25,74.75,2024,1,10,1.62,11.16,51.64,99.56,0.62,0
29.25,75.25,2024,1,10,1.82,10.65,54.46,99.43,0.74,0
29.25,75.75,2024,1,10,2.06,10.5,56.44,99.31,1.02,0
29.25,76.25,2024,1,10,2.42,10.72,57.72,99.21,1.53,0
29.25,76.75,2024,1,10,2.76,11.21,57.04,99.1,1.89,0
29.25,77.25,2024,1,10,2.72,11.53,57.14,99.01,2.23,0
29.25,77.75,2024,1,10,2.4,11.96,56.22,98.9,2.38,0
29.25,78.25,2024,1,10,1.99,12.55,53.94,98.5,2.36,0
29.25,78.75,2024,1,10,1.8,13.12,51.34,97.31,2.37,0
29.25,79.25,2024,1,10,1.61,12.81,48.89,94.36,1.47,0
29.25,79.75,2024,1,10,1.48,12.47,47.76,91.92,0.76,0
29.25,80.25,2024,1,10,1.31,11.71,45.73,89.25,-0.6,0
29.25,80.75,2024,1,10,1.2,10.2,43.1,85.9,-2.78,0
29.75,73.25,2024,1,10,0.77,13.53,44.79,100.1,0.92,0
29.75,73.75,2024,1,10,1,12.85,45.59,99.92,0.64,0
29.75,74.25,2024,1,10,1.37,11.9,48.74,99.76,0.56,0
29.75,74.75,2024,1,10,1.65,10.96,53.24,99.6,0.79,0
29.75,75.25,2024,1,10,1.89,10.32,57.38,99.43,1.19,0
29.75,75.75,2024,1,10,2.21,10.13,60.14,99.25,1.69,0
29.75,76.25,2024,1,10,2.74,10.45,61.19,99.09,2.3,0
29.75,76.75,2024,1,10,2.92,11.2,58.16,98.87,2.25,0
29.75,77.25,2024,1,10,2.47,11.49,57.16,98.57,2.28,0
29.75,77.75,2024,1,10,1.94,12.07,54.11,97.77,2.09,0
29.75,78.25,2024,1,10,1.61,12.65,49.26,95.78,1.42,0
29.75,78.75,2024,1,10,1.51,11.87,47.16,91.64,0.09,0
29.75,79.25,2024,1,10,1.45,9.94,45.28,86.7,-2.57,0
29.75,79.75,2024,1,10,1.47,8.34,41.59,82.97,-5.32,0
29.75,80.25,2024,1,10,1.51,5.8,39.55,78.94,-8.13,0
29.75,80.75,2024,1,10,1.59,1.91,41.48,73.9,-10.94,0
30.25,73.25,2024,1,10,0.83,13.42,46.03,100.06,1.05,0
30.25,73.75,2024,1,10,1.14,12.6,47.41,99.9,0.8,0
30.25,74.25,2024,1,10,1.44,11.6,51.36,99.74,0.96,0
30.25,74.75,2024,1,10,1.67,10.57,56.92,99.55,1.43,0
30.25,75.25,2024,1,10,1.9,9.89,61.67,99.34,1.94,0
30.25,75.75,2024,1,10,2.23,9.77,64.05,99.13,2.39,0
30.25,76.25,2024,1,10,2.8,10.29,63.38,98.91,2.79,0
30.25,76.75,2024,1,10,2.62,11.46,54.68,97.95,1.58,0
30.25,77.25,2024,1,10,2.03,11.75,49.89,96.16,0.59,0
30.25,77.75,2024,1,10,1.6,11.47,47.36,93.35,-0.29,0
30.25,78.25,2024,1,10,1.49,10.47,45.29,89.18,-1.77,0
30.25,78.75,2024,1,10,1.45,8.12,41.81,83.24,-5.17,0
30.25,79.25,2024,1,10,1.56,4.19,37.39,77.18,-10.23,0
30.25,79.75,2024,1,10,1.72,-0.39,40.24,71.22,-13.89,0
30.25,80.25,2024,1,10,1.87,-4.78,44.94,65.99,-16.49,0
30.25,80.75,2024,1,10,1.96,-8.51,49.44,61.67,-18.38,0
30.75,73.25,2024,1,10,1.03,12.86,49.46,99.95,1.45,0
30.75,73.75,2024,1,10,1.34,12.01,51.28,99.81,1.27,0
30.75,74.25,2024,1,10,1.52,11.11,55.16,99.68,1.56,0
30.75,74.75,2024,1,10,1.68,10.25,60.01,99.5,1.98,0
30.75,75.25,2024,1,10,1.85,9.69,64.32,99.27,2.43,0
30.75,75.75,2024,1,10,2.08,9.65,66.18,98.96,2.8,0
30.75,76.25,2024,1,10,2.41,10.3,63.25,98.46,2.89,0
30.75,76.75,2024,1,10,2.09,10.87,50.25,95,-0.12,0
30.75,77.25,2024,1,10,1.81,9.99,41.84,89.71,-3.25,0
30.75,77.75,2024,1,10,1.61,8.01,39.76,84.37,-5.62,0
30.75,78.25,2024,1,10,1.51,4.62,42.08,78.76,-8.04,0
30.75,78.75,2024,1,10,1.5,-1.11,43.25,70.65,-13,0
30.75,79.25,2024,1,10,1.53,-6.53,43.12,64.45,-18.33,0
30.75,79.75,2024,1,10,1.63,-10.33,49.28,59.95,-20.46,0
30.75,80.25,2024,1,10,1.83,-12.39,53.24,57.37,-21.47,0
30.75,80.75,2024,1,10,2.08,-13.24,52.85,56.23,-22.35,0
26.25,73.25,2024,1,11,1.65,14.13,35.61,98.89,-2.88,0
26.25,73.75,2024,1,11,1.57,14.36,35.53,98.21,-2.56,0
26.25,74.25,2024,1,11,1.48,14.05,37.11,97.27,-1.98,0
26.25,74.75,2024,1,11,1.35,13.82,39.11,97.23,-1.26,0
26.25,75.25,2024,1,11,1.24,13.71,41.28,97.67,-0.5,0
26.25,75.75,2024,1,11,1.17,13.7,43.41,98.23,0.24,0
26.25,76.25,2024,1,11,1.12,13.69,45.44,98.59,0.95,0
26.25,76.75,2024,1,11,1.14,13.65,45.31,98.61,1.04,0
26.25,77.25,2024,1,11,1.17,13.32,46.74,98.69,1.27,0
26.25,77.75,2024,1,11,1.21,13.04,47.43,98.98,1.23,0
26.25,78.25,2024,1,11,1.26,12.91,47.23,99.45,1.01,0
26.25,78.75,2024,1,11,1.36,12.82,48.16,99.94,1.17,0
26.25,79.25,2024,1,11,1.46,12.91,48.18,100.16,1.15,0
26.25,79.75,2024,1,11,1.54,12.98,48.09,100.31,1.14,0
26.25,80.25,2024,1,11,1.6,13.01,48.24,100.4,1.22,0
26.25,80.75,2024,1,11,1.65,13.03,48.57,100.46,1.38,0
26.75,73.25,2024,1,11,1.66,13.04,38.5,98.53,-2.47,0
26.75,73.75,2024,1,11,1.53,13.15,37.62,98.22,-2.87,0
26.75,74.25,2024,1,11,1.43,13.21,37.4,97.68,-2.79,0
26.75,74.75,2024,1,11,1.34,13.2,37.14,97.33,-2.77,0
26.75,75.25,2024,1,11,1.26,13.33,36.79,97.34,-2.75,0
26.75,75.75,2024,1,11,1.19,13.52,37.06,97.66,-2.53,0
26.75,76.25,2024,1,11,1.1,13.44,39.41,98.04,-1.76,0
26.75,76.75,2024,1,11,1.1,12.97,42.88,98.6,-0.7,0
26.75,77.25,2024,1,11,1.12,12.44,45.16,99.16,-0.18,0
26.75,77.75,2024,1,11,1.18,12.18,46.44,99.62,0.12,0
26.75,78.25,2024,1,11,1.28,12.14,47.39,99.92,0.39,0
26.75,78.75,2024,1,11,1.44,11.96,49.09,100.08,0.76,0
26.75,79.25,2024,1,11,1.56,11.99,49.64,100.16,0.87,0
26.75,79.75,2024,1,11,1.64,12.11,49.97,100.23,1.02,0
26.75,80.25,2024,1,11,1.71,12.29,50.31,100.3,1.25,0
26.75,80.75,2024,1,11,1.75,12.49,50.74,100.37,1.58,0
27.25,73.25,2024,1,11,1.61,12.88,39.21,98.46,-1.73,0
27.25,73.75,2024,1,11,1.54,12.77,39.06,98.27,-2.07,0
27.25,74.25,2024,1,11,1.41,12.72,38.89,97.94,-2.25,0
27.25,74.75,2024,1,11,1.3,12.61,38.21,97.45,-2.72,0
27.25,75.25,2024,1,11,1.22,12.62,37.02,97.04,-3.37,0
27.25,75.75,2024,1,11,1.2,12.73,36.17,96.94,-3.83,0
27.25,76.25,2024,1,11,1.2,12.71,37.34,97.33,-3.42,0
27.25,76.75,2024,1,11,1.26,12.42,41.59,98.58,-1.68,0
27.25,77.25,2024,1,11,1.29,11.93,45.49,99.34,-0.59,0
27.25,77.75,2024,1,11,1.35,11.61,47.92,99.74,0,0
27.25,78.25,2024,1,11,1.47,11.53,49.17,99.91,0.34,0
27.25,78.75,2024,1,11,1.59,11.43,50.84,99.97,0.8,0
27.25,79.25,2024,1,11,1.67,11.53,51.29,100.06,1.02,0
27.25,79.75,2024,1,11,1.71,11.65,51.8,100.14,1.27,0
27.25,80.25,2024,1,11,1.75,11.87,52.3,100.21,1.58,0
27.25,80.75,2024,1,11,1.78,12.16,52.82,100.28,1.96,0
27.75,73.25,2024,1,11,1.38,13.49,37.76,98.84,-1.34,0
27.75,73.75,2024,1,11,1.34,13.17,38.44,98.59,-1.42,0
27.75,74.25,2024,1,11,1.3,12.83,39.29,98.28,-1.53,0
27.75,74.75,2024,1,11,1.21,12.48,39.5,97.81,-1.93,0
27.75,75.25,2024,1,11,1.17,12.17,39.2,97.35,-2.6,0
27.75,75.75,2024,1,11,1.23,11.9,39.03,97.16,-3.2,0
27.75,76.25,2024,1,11,1.38,11.67,40.16,97.58,-3.06,0
27.75,76.75,2024,1,11,1.51,11.55,43.48,98.65,-1.64,0
27.75,77.25,2024,1,11,1.55,11.25,47.44,99.37,-0.5,0
27.75,77.75,2024,1,11,1.6,11.04,50.24,99.69,0.19,0
27.75,78.25,2024,1,11,1.67,11,51.74,99.75,0.57,0
27.75,78.75,2024,1,11,1.73,11.08,53.44,99.84,1.14,0
27.75,79.25,2024,1,11,1.72,11.21,54.09,99.95,1.5,0
27.75,79.75,2024,1,11,1.71,11.43,54.29,100.01,1.79,0
27.75,80.25,2024,1,11,1.69,11.75,54.46,100.07,2.12,0
27.75,80.75,2024,1,11,1.63,12.1,54.97,100.12,2.55,0
28.25,73.25,2024,1,11,1.11,14.15,36.87,99.42,-0.98,0
28.25,73.75,2024,1,11,1.04,13.73,37.59,99.12,-1.07,0
28.25,74.25,2024,1,11,1.06,13.22,38.94,98.81,-1.1,0
28.25,74.75,2024,1,11,1.1,12.7,40.03,98.52,-1.3,0
28.25,75.25,2024,1,11,1.2,12.13,41.06,98.29,-1.63,0
28.25,75.75,2024,1,11,1.35,11.58,42.16,98.24,-1.95,0
28.25,76.25,2024,1,11,1.53,11.18,43.41,98.57,-2.01,0
28.25,76.75,2024,1,11,1.68,11.03,45.66,98.95,-1.33,0
28.25,77.25,2024,1,11,1.78,10.82,49.59,99.32,-0.25,0
28.25,77.75,2024,1,11,1.83,10.76,52.31,99.52,0.49,0
28.25,78.25,2024,1,11,1.84,10.86,53.51,99.57,0.88,0
28.25,78.75,2024,1,11,1.84,11,55.56,99.68,1.63,0
28.25,79.25,2024,1,11,1.66,11.19,56.09,99.75,2,0
28.25,79.75,2024,1,11,1.53,11.56,56.05,99.74,2.38,0
28.25,80.25,2024,1,11,1.41,12.22,54.98,99.66,2.75,0
28.25,80.75,2024,1,11,1.31,12.97,53.56,99.37,3.1,0
